Região,UF,Data,População,Casos Acumulados,Novos Casos,Óbitos Acumulados,Novos Óbitos,Região Metropolitana,Ano,Semana
Norte,AM,2020-03-27,2549078.0,0.0,0.0,0.0,0.0,Grande Manaus,2020,2020-03-23
Norte,AM,2020-03-28,2549078.0,107.0,107.0,0.0,0.0,Grande Manaus,2020,2020-03-23
Norte,AM,2020-03-29,2549078.0,135.0,28.0,0.0,0.0,Grande Manaus,2020,2020-03-23
Norte,AM,2020-03-30,2549078.0,145.0,10.0,0.0,0.0,Grande Manaus,2020,2020-03-30
Norte,AM,2020-03-31,2549078.0,169.0,24.0,2.0,2.0,Grande Manaus,2020,2020-03-30
Norte,AM,2020-04-01,2549078.0,191.0,22.0,2.0,0.0,Grande Manaus,2020,2020-03-30
Norte,AM,2020-04-02,2549078.0,217.0,26.0,2.0,0.0,Grande Manaus,2020,2020-03-30
Norte,AM,2020-04-03,2549078.0,248.0,31.0,6.0,4.0,Grande Manaus,2020,2020-03-30
Norte,AM,2020-04-04,2549078.0,299.0,51.0,11.0,5.0,Grande Manaus,2020,2020-03-30
Norte,AM,2020-04-05,2549078.0,404.0,105.0,13.0,2.0,Grande Manaus,2020,2020-03-30
Norte,AM,2020-04-06,2549078.0,514.0,110.0,19.0,6.0,Grande Manaus,2020,2020-04-06
Norte,AM,2020-04-07,2549078.0,617.0,103.0,23.0,4.0,Grande Manaus,2020,2020-04-06
Norte,AM,2020-04-08,2549078.0,781.0,164.0,28.0,5.0,Grande Manaus,2020,2020-04-06
Norte,AM,2020-04-09,2549078.0,875.0,94.0,37.0,9.0,Grande Manaus,2020,2020-04-06
Norte,AM,2020-04-10,2549078.0,952.0,77.0,47.0,10.0,Grande Manaus,2020,2020-04-06
Norte,AM,2020-04-11,2549078.0,1022.0,70.0,50.0,3.0,Grande Manaus,2020,2020-04-06
Norte,AM,2020-04-12,2549078.0,1169.0,147.0,56.0,6.0,Grande Manaus,2020,2020-04-06
Norte,AM,2020-04-13,2549078.0,1233.0,64.0,67.0,11.0,Grande Manaus,2020,2020-04-13
Norte,AM,2020-04-14,2549078.0,1433.0,200.0,86.0,19.0,Grande Manaus,2020,2020-04-13
Norte,AM,2020-04-15,2549078.0,1500.0,67.0,100.0,14.0,Grande Manaus,2020,2020-04-13
Norte,AM,2020-04-16,2549078.0,1652.0,152.0,117.0,17.0,Grande Manaus,2020,2020-04-13
Norte,AM,2020-04-17,2549078.0,1736.0,84.0,138.0,21.0,Grande Manaus,2020,2020-04-13
Norte,AM,2020-04-18,2549078.0,1818.0,82.0,150.0,12.0,Grande Manaus,2020,2020-04-13
Norte,AM,2020-04-19,2549078.0,1933.0,115.0,172.0,22.0,Grande Manaus,2020,2020-04-13
Norte,AM,2020-04-20,2549078.0,2041.0,108.0,175.0,3.0,Grande Manaus,2020,2020-04-20
Norte,AM,2020-04-21,2549078.0,2121.0,80.0,181.0,6.0,Grande Manaus,2020,2020-04-20
Norte,AM,2020-04-22,2549078.0,2293.0,172.0,193.0,12.0,Grande Manaus,2020,2020-04-20
Norte,AM,2020-04-23,2549078.0,2649.0,356.0,217.0,24.0,Grande Manaus,2020,2020-04-20
Norte,AM,2020-04-24,2549078.0,2878.0,229.0,235.0,18.0,Grande Manaus,2020,2020-04-20
Norte,AM,2020-04-25,2549078.0,3126.0,248.0,264.0,29.0,Grande Manaus,2020,2020-04-20
Norte,AM,2020-04-26,2549078.0,3203.0,77.0,278.0,14.0,Grande Manaus,2020,2020-04-20
Norte,AM,2020-04-27,2549078.0,3256.0,53.0,290.0,12.0,Grande Manaus,2020,2020-04-27
Norte,AM,2020-04-28,2549078.0,3505.0,249.0,310.0,20.0,Grande Manaus,2020,2020-04-27
Norte,AM,2020-04-29,2549078.0,3849.0,344.0,332.0,22.0,Grande Manaus,2020,2020-04-27
Norte,AM,2020-04-30,2549078.0,4126.0,277.0,365.0,33.0,Grande Manaus,2020,2020-04-27
Norte,AM,2020-05-01,2549078.0,4425.0,299.0,411.0,46.0,Grande Manaus,2020,2020-04-27
Norte,AM,2020-05-02,2549078.0,4645.0,220.0,424.0,13.0,Grande Manaus,2020,2020-04-27
Norte,AM,2020-05-03,2549078.0,5141.0,496.0,459.0,35.0,Grande Manaus,2020,2020-04-27
Norte,AM,2020-05-04,2549078.0,5477.0,336.0,484.0,25.0,Grande Manaus,2020,2020-05-04
Norte,AM,2020-05-05,2549078.0,6030.0,553.0,534.0,50.0,Grande Manaus,2020,2020-05-04
Norte,AM,2020-05-06,2549078.0,6786.0,756.0,613.0,79.0,Grande Manaus,2020,2020-05-04
Norte,AM,2020-05-07,2549078.0,7343.0,557.0,646.0,33.0,Grande Manaus,2020,2020-05-04
Norte,AM,2020-05-08,2549078.0,7645.0,302.0,697.0,51.0,Grande Manaus,2020,2020-05-04
Norte,AM,2020-05-09,2549078.0,8492.0,847.0,762.0,65.0,Grande Manaus,2020,2020-05-04
Norte,AM,2020-05-10,2549078.0,8985.0,493.0,789.0,27.0,Grande Manaus,2020,2020-05-04
Norte,AM,2020-05-11,2549078.0,9116.0,131.0,800.0,11.0,Grande Manaus,2020,2020-05-11
Norte,AM,2020-05-12,2549078.0,9844.0,728.0,844.0,44.0,Grande Manaus,2020,2020-05-11
Norte,AM,2020-05-13,2549078.0,10876.0,1032.0,889.0,45.0,Grande Manaus,2020,2020-05-11
Norte,AM,2020-05-14,2549078.0,11727.0,851.0,941.0,52.0,Grande Manaus,2020,2020-05-11
Norte,AM,2020-05-15,2549078.0,12310.0,583.0,1026.0,85.0,Grande Manaus,2020,2020-05-11
Norte,AM,2020-05-16,2549078.0,13017.0,707.0,1062.0,36.0,Grande Manaus,2020,2020-05-11
Norte,AM,2020-05-17,2549078.0,13249.0,232.0,1092.0,30.0,Grande Manaus,2020,2020-05-11
Norte,AM,2020-05-18,2549078.0,13558.0,309.0,1099.0,7.0,Grande Manaus,2020,2020-05-18
Norte,AM,2020-05-19,2549078.0,14088.0,530.0,1148.0,49.0,Grande Manaus,2020,2020-05-18
Norte,AM,2020-05-20,2549078.0,14853.0,765.0,1210.0,62.0,Grande Manaus,2020,2020-05-18
Norte,AM,2020-05-21,2549078.0,15744.0,891.0,1255.0,45.0,Grande Manaus,2020,2020-05-18
Norte,AM,2020-05-22,2549078.0,16554.0,810.0,1290.0,35.0,Grande Manaus,2020,2020-05-18
Norte,AM,2020-05-23,2549078.0,17438.0,884.0,1344.0,54.0,Grande Manaus,2020,2020-05-18
Norte,AM,2020-05-24,2549078.0,17771.0,333.0,1350.0,6.0,Grande Manaus,2020,2020-05-18
Norte,AM,2020-05-25,2549078.0,17957.0,186.0,1359.0,9.0,Grande Manaus,2020,2020-05-25
Norte,AM,2020-05-26,2549078.0,18633.0,676.0,1421.0,62.0,Grande Manaus,2020,2020-05-25
Norte,AM,2020-05-27,2549078.0,19155.0,522.0,1450.0,29.0,Grande Manaus,2020,2020-05-25
Norte,AM,2020-05-28,2549078.0,20282.0,1127.0,1500.0,50.0,Grande Manaus,2020,2020-05-25
Norte,AM,2020-05-29,2549078.0,22160.0,1878.0,1537.0,37.0,Grande Manaus,2020,2020-05-25
Norte,AM,2020-05-30,2549078.0,22947.0,787.0,1556.0,19.0,Grande Manaus,2020,2020-05-25
Norte,AM,2020-05-31,2549078.0,23274.0,327.0,1557.0,1.0,Grande Manaus,2020,2020-05-25
Norte,AM,2020-06-01,2549078.0,23414.0,140.0,1565.0,8.0,Grande Manaus,2020,2020-06-01
Norte,AM,2020-06-02,2549078.0,24120.0,706.0,1587.0,22.0,Grande Manaus,2020,2020-06-01
Norte,AM,2020-06-03,2549078.0,24396.0,276.0,1610.0,23.0,Grande Manaus,2020,2020-06-01
Norte,AM,2020-06-04,2549078.0,25442.0,1046.0,1647.0,37.0,Grande Manaus,2020,2020-06-01
Norte,AM,2020-06-05,2549078.0,26105.0,663.0,1648.0,1.0,Grande Manaus,2020,2020-06-01
Norte,AM,2020-06-06,2549078.0,26606.0,501.0,1678.0,30.0,Grande Manaus,2020,2020-06-01
Norte,AM,2020-06-07,2549078.0,26710.0,104.0,1684.0,6.0,Grande Manaus,2020,2020-06-01
Norte,AM,2020-06-08,2549078.0,26897.0,187.0,1697.0,13.0,Grande Manaus,2020,2020-06-08
Norte,AM,2020-06-09,2549078.0,27699.0,802.0,1729.0,32.0,Grande Manaus,2020,2020-06-08
Norte,AM,2020-06-10,2549078.0,28517.0,818.0,1770.0,41.0,Grande Manaus,2020,2020-06-08
Norte,AM,2020-06-11,2549078.0,29006.0,489.0,1799.0,29.0,Grande Manaus,2020,2020-06-08
Norte,AM,2020-06-12,2549078.0,29207.0,201.0,1816.0,17.0,Grande Manaus,2020,2020-06-08
Norte,AM,2020-06-13,2549078.0,29637.0,430.0,1840.0,24.0,Grande Manaus,2020,2020-06-08
Norte,AM,2020-06-14,2549078.0,29774.0,137.0,1859.0,19.0,Grande Manaus,2020,2020-06-08
Norte,AM,2020-06-15,2549078.0,29845.0,71.0,1866.0,7.0,Grande Manaus,2020,2020-06-15
Norte,AM,2020-06-16,2549078.0,30452.0,607.0,1891.0,25.0,Grande Manaus,2020,2020-06-15
Norte,AM,2020-06-17,2549078.0,31053.0,601.0,1906.0,15.0,Grande Manaus,2020,2020-06-15
Norte,AM,2020-06-18,2549078.0,31257.0,204.0,1924.0,18.0,Grande Manaus,2020,2020-06-15
Norte,AM,2020-06-19,2549078.0,31751.0,494.0,1932.0,8.0,Grande Manaus,2020,2020-06-15
Norte,AM,2020-06-20,2549078.0,32277.0,526.0,1956.0,24.0,Grande Manaus,2020,2020-06-15
Norte,AM,2020-06-21,2549078.0,32468.0,191.0,1961.0,5.0,Grande Manaus,2020,2020-06-15
Norte,AM,2020-06-22,2549078.0,32545.0,77.0,1970.0,9.0,Grande Manaus,2020,2020-06-22
Norte,AM,2020-06-23,2549078.0,33160.0,615.0,1978.0,8.0,Grande Manaus,2020,2020-06-22
Norte,AM,2020-06-24,2549078.0,33721.0,561.0,1991.0,13.0,Grande Manaus,2020,2020-06-22
Norte,AM,2020-06-25,2549078.0,34082.0,361.0,2001.0,10.0,Grande Manaus,2020,2020-06-22
Norte,AM,2020-06-26,2549078.0,34431.0,349.0,2006.0,5.0,Grande Manaus,2020,2020-06-22
Norte,AM,2020-06-27,2549078.0,34532.0,101.0,2027.0,21.0,Grande Manaus,2020,2020-06-22
Norte,AM,2020-06-28,2549078.0,34853.0,321.0,2026.0,-1.0,Grande Manaus,2020,2020-06-22
Norte,AM,2020-06-29,2549078.0,34907.0,54.0,2031.0,5.0,Grande Manaus,2020,2020-06-29
Norte,AM,2020-06-30,2549078.0,35018.0,111.0,2052.0,21.0,Grande Manaus,2020,2020-06-29
Norte,AM,2020-07-01,2549078.0,35803.0,785.0,2068.0,16.0,Grande Manaus,2020,2020-06-29
Norte,AM,2020-07-02,2549078.0,36156.0,353.0,2074.0,6.0,Grande Manaus,2020,2020-06-29
Norte,AM,2020-07-03,2549078.0,36543.0,387.0,2094.0,20.0,Grande Manaus,2020,2020-06-29
Norte,AM,2020-07-04,2549078.0,36951.0,408.0,2111.0,17.0,Grande Manaus,2020,2020-06-29
Norte,AM,2020-07-05,2549078.0,37062.0,111.0,2114.0,3.0,Grande Manaus,2020,2020-06-29
Norte,AM,2020-07-06,2549078.0,37152.0,90.0,2116.0,2.0,Grande Manaus,2020,2020-07-06
Norte,AM,2020-07-07,2549078.0,37585.0,433.0,2123.0,7.0,Grande Manaus,2020,2020-07-06
Norte,AM,2020-07-08,2549078.0,37846.0,261.0,2130.0,7.0,Grande Manaus,2020,2020-07-06
Norte,AM,2020-07-09,2549078.0,38412.0,566.0,2144.0,14.0,Grande Manaus,2020,2020-07-06
Norte,AM,2020-07-10,2549078.0,38835.0,423.0,2160.0,16.0,Grande Manaus,2020,2020-07-06
Norte,AM,2020-07-11,2549078.0,38930.0,95.0,2167.0,7.0,Grande Manaus,2020,2020-07-06
Norte,AM,2020-07-12,2549078.0,38975.0,45.0,2182.0,15.0,Grande Manaus,2020,2020-07-06
Norte,AM,2020-07-13,2549078.0,39442.0,467.0,2186.0,4.0,Grande Manaus,2020,2020-07-13
Norte,AM,2020-07-14,2549078.0,40005.0,563.0,2191.0,5.0,Grande Manaus,2020,2020-07-13
Norte,AM,2020-07-15,2549078.0,40381.0,376.0,2201.0,10.0,Grande Manaus,2020,2020-07-13
Norte,AM,2020-07-16,2549078.0,40570.0,189.0,2209.0,8.0,Grande Manaus,2020,2020-07-13
Norte,AM,2020-07-17,2549078.0,40677.0,107.0,2229.0,20.0,Grande Manaus,2020,2020-07-13
Norte,AM,2020-07-18,2549078.0,41494.0,817.0,2231.0,2.0,Grande Manaus,2020,2020-07-13
Norte,AM,2020-07-19,2549078.0,41637.0,143.0,2245.0,14.0,Grande Manaus,2020,2020-07-13
Norte,AM,2020-07-20,2549078.0,41708.0,71.0,2240.0,-5.0,Grande Manaus,2020,2020-07-20
Norte,AM,2020-07-21,2549078.0,41928.0,220.0,2248.0,8.0,Grande Manaus,2020,2020-07-20
Norte,AM,2020-07-22,2549078.0,42022.0,94.0,2258.0,10.0,Grande Manaus,2020,2020-07-20
Norte,AM,2020-07-23,2549078.0,42719.0,697.0,2261.0,3.0,Grande Manaus,2020,2020-07-20
Norte,AM,2020-07-24,2549078.0,43273.0,554.0,2263.0,2.0,Grande Manaus,2020,2020-07-20
Norte,AM,2020-07-25,2549078.0,43337.0,64.0,2270.0,7.0,Grande Manaus,2020,2020-07-20
Norte,AM,2020-07-26,2549078.0,43364.0,27.0,2273.0,3.0,Grande Manaus,2020,2020-07-20
Norte,AM,2020-07-27,2549078.0,43881.0,517.0,2274.0,1.0,Grande Manaus,2020,2020-07-27
Norte,AM,2020-07-28,2549078.0,44272.0,391.0,2281.0,7.0,Grande Manaus,2020,2020-07-27
Norte,AM,2020-07-29,2549078.0,44706.0,434.0,2287.0,6.0,Grande Manaus,2020,2020-07-27
Norte,AM,2020-07-30,2549078.0,45204.0,498.0,2289.0,2.0,Grande Manaus,2020,2020-07-27
Norte,AM,2020-07-31,2549078.0,45601.0,397.0,2300.0,11.0,Grande Manaus,2020,2020-07-27
Norte,AM,2020-08-01,2549078.0,46054.0,453.0,2303.0,3.0,Grande Manaus,2020,2020-07-27
Norte,AM,2020-08-02,2549078.0,46134.0,80.0,2307.0,4.0,Grande Manaus,2020,2020-07-27
Norte,AM,2020-08-03,2549078.0,46198.0,64.0,2309.0,2.0,Grande Manaus,2020,2020-08-03
Norte,AM,2020-08-04,2549078.0,46621.0,423.0,2315.0,6.0,Grande Manaus,2020,2020-08-03
Norte,AM,2020-08-05,2549078.0,46976.0,355.0,2326.0,11.0,Grande Manaus,2020,2020-08-03
Norte,AM,2020-08-06,2549078.0,47362.0,386.0,2331.0,5.0,Grande Manaus,2020,2020-08-03
Norte,AM,2020-08-07,2549078.0,47716.0,354.0,2335.0,4.0,Grande Manaus,2020,2020-08-03
Norte,AM,2020-08-08,2549078.0,47816.0,100.0,2351.0,16.0,Grande Manaus,2020,2020-08-03
Norte,AM,2020-08-09,2549078.0,48153.0,337.0,2343.0,-8.0,Grande Manaus,2020,2020-08-03
Norte,AM,2020-08-10,2549078.0,48242.0,89.0,2365.0,22.0,Grande Manaus,2020,2020-08-10
Norte,AM,2020-08-11,2549078.0,48680.0,438.0,2383.0,18.0,Grande Manaus,2020,2020-08-10
Norte,AM,2020-08-12,2549078.0,49077.0,397.0,2392.0,9.0,Grande Manaus,2020,2020-08-10
Norte,AM,2020-08-13,2549078.0,49529.0,452.0,2404.0,12.0,Grande Manaus,2020,2020-08-10
Norte,AM,2020-08-14,2549078.0,49856.0,327.0,2422.0,18.0,Grande Manaus,2020,2020-08-10
Norte,AM,2020-08-15,2549078.0,49892.0,36.0,2426.0,4.0,Grande Manaus,2020,2020-08-10
Norte,AM,2020-08-16,2549078.0,50291.0,399.0,2443.0,17.0,Grande Manaus,2020,2020-08-10
Norte,AM,2020-08-17,2549078.0,50448.0,157.0,2462.0,19.0,Grande Manaus,2020,2020-08-17
Norte,AM,2020-08-18,2549078.0,50669.0,221.0,2479.0,17.0,Grande Manaus,2020,2020-08-17
Norte,AM,2020-08-19,2549078.0,51013.0,344.0,2487.0,8.0,Grande Manaus,2020,2020-08-17
Norte,AM,2020-08-20,2549078.0,51451.0,438.0,2495.0,8.0,Grande Manaus,2020,2020-08-17
Norte,AM,2020-08-21,2549078.0,51599.0,148.0,2496.0,1.0,Grande Manaus,2020,2020-08-17
Norte,AM,2020-08-22,2549078.0,51957.0,358.0,2497.0,1.0,Grande Manaus,2020,2020-08-17
Norte,AM,2020-08-23,2549078.0,52037.0,80.0,2503.0,6.0,Grande Manaus,2020,2020-08-17
Norte,AM,2020-08-24,2549078.0,52079.0,42.0,2506.0,3.0,Grande Manaus,2020,2020-08-24
Norte,AM,2020-08-25,2549078.0,52481.0,402.0,2519.0,13.0,Grande Manaus,2020,2020-08-24
Norte,AM,2020-08-26,2549078.0,52858.0,377.0,2531.0,12.0,Grande Manaus,2020,2020-08-24
Norte,AM,2020-08-27,2549078.0,53122.0,264.0,2544.0,13.0,Grande Manaus,2020,2020-08-24
Norte,AM,2020-08-28,2549078.0,53493.0,371.0,2555.0,11.0,Grande Manaus,2020,2020-08-24
Norte,AM,2020-08-29,2549078.0,53772.0,279.0,2556.0,1.0,Grande Manaus,2020,2020-08-24
Norte,AM,2020-08-30,2549078.0,53831.0,59.0,2559.0,3.0,Grande Manaus,2020,2020-08-24
Norte,AM,2020-08-31,2549078.0,53904.0,73.0,2567.0,8.0,Grande Manaus,2020,2020-08-31
Norte,AM,2020-09-01,2549078.0,54196.0,292.0,2574.0,7.0,Grande Manaus,2020,2020-08-31
Norte,AM,2020-09-02,2549078.0,54677.0,481.0,2701.0,127.0,Grande Manaus,2020,2020-08-31
Norte,AM,2020-09-03,2549078.0,54984.0,307.0,2726.0,25.0,Grande Manaus,2020,2020-08-31
Norte,AM,2020-09-04,2549078.0,55289.0,305.0,2730.0,4.0,Grande Manaus,2020,2020-08-31
Norte,AM,2020-09-05,2549078.0,55604.0,315.0,2734.0,4.0,Grande Manaus,2020,2020-08-31
Norte,AM,2020-09-06,2549078.0,55648.0,44.0,2736.0,2.0,Grande Manaus,2020,2020-08-31
Norte,AM,2020-09-07,2549078.0,55679.0,31.0,2736.0,0.0,Grande Manaus,2020,2020-09-07
Norte,AM,2020-09-08,2549078.0,55759.0,80.0,2738.0,2.0,Grande Manaus,2020,2020-09-07
Norte,AM,2020-09-09,2549078.0,56140.0,381.0,2742.0,4.0,Grande Manaus,2020,2020-09-07
Norte,AM,2020-09-10,2549078.0,56494.0,354.0,2747.0,5.0,Grande Manaus,2020,2020-09-07
Norte,AM,2020-09-11,2549078.0,56830.0,336.0,2753.0,6.0,Grande Manaus,2020,2020-09-07
Norte,AM,2020-09-12,2549078.0,57145.0,315.0,2757.0,4.0,Grande Manaus,2020,2020-09-07
Norte,AM,2020-09-13,2549078.0,57231.0,86.0,2759.0,2.0,Grande Manaus,2020,2020-09-07
Norte,AM,2020-09-14,2549078.0,57305.0,74.0,2762.0,3.0,Grande Manaus,2020,2020-09-14
Norte,AM,2020-09-15,2549078.0,57780.0,475.0,2766.0,4.0,Grande Manaus,2020,2020-09-14
Norte,AM,2020-09-16,2549078.0,58166.0,386.0,2772.0,6.0,Grande Manaus,2020,2020-09-14
Norte,AM,2020-09-17,2549078.0,58580.0,414.0,2777.0,5.0,Grande Manaus,2020,2020-09-14
Norte,AM,2020-09-18,2549078.0,59117.0,537.0,2790.0,13.0,Grande Manaus,2020,2020-09-14
Norte,AM,2020-09-19,2549078.0,59549.0,432.0,2794.0,4.0,Grande Manaus,2020,2020-09-14
Norte,AM,2020-09-20,2549078.0,59643.0,94.0,2794.0,0.0,Grande Manaus,2020,2020-09-14
Norte,AM,2020-09-21,2549078.0,59690.0,47.0,2796.0,2.0,Grande Manaus,2020,2020-09-21
Norte,AM,2020-09-22,2549078.0,60092.0,402.0,2797.0,1.0,Grande Manaus,2020,2020-09-21
Norte,AM,2020-09-23,2549078.0,60543.0,451.0,2812.0,15.0,Grande Manaus,2020,2020-09-21
Norte,AM,2020-09-24,2549078.0,60940.0,397.0,2818.0,6.0,Grande Manaus,2020,2020-09-21
Norte,AM,2020-09-25,2549078.0,61457.0,517.0,2824.0,6.0,Grande Manaus,2020,2020-09-21
Norte,AM,2020-09-26,2549078.0,62142.0,685.0,2844.0,20.0,Grande Manaus,2020,2020-09-21
Norte,AM,2020-09-27,2549078.0,62220.0,78.0,2846.0,2.0,Grande Manaus,2020,2020-09-21
Norte,AM,2020-09-28,2549078.0,62284.0,64.0,2847.0,1.0,Grande Manaus,2020,2020-09-28
Norte,AM,2020-09-29,2549078.0,63176.0,892.0,2849.0,2.0,Grande Manaus,2020,2020-09-28
Norte,AM,2020-09-30,2549078.0,63966.0,790.0,2967.0,118.0,Grande Manaus,2020,2020-09-28
Norte,AM,2020-10-01,2549078.0,64460.0,494.0,2968.0,1.0,Grande Manaus,2020,2020-09-28
Norte,AM,2020-10-02,2549078.0,65127.0,667.0,2970.0,2.0,Grande Manaus,2020,2020-09-28
Norte,AM,2020-10-03,2549078.0,65730.0,603.0,2976.0,6.0,Grande Manaus,2020,2020-09-28
Norte,AM,2020-10-04,2549078.0,65851.0,121.0,2981.0,5.0,Grande Manaus,2020,2020-09-28
Norte,AM,2020-10-05,2549078.0,65935.0,84.0,2989.0,8.0,Grande Manaus,2020,2020-10-05
Norte,AM,2020-10-06,2549078.0,66508.0,573.0,2995.0,6.0,Grande Manaus,2020,2020-10-05
Norte,AM,2020-10-07,2549078.0,66952.0,444.0,3003.0,8.0,Grande Manaus,2020,2020-10-05
Norte,AM,2020-10-08,2549078.0,67409.0,457.0,3011.0,8.0,Grande Manaus,2020,2020-10-05
Norte,AM,2020-10-09,2549078.0,67970.0,561.0,3017.0,6.0,Grande Manaus,2020,2020-10-05
Norte,AM,2020-10-10,2549078.0,68435.0,465.0,3028.0,11.0,Grande Manaus,2020,2020-10-05
Norte,AM,2020-10-11,2549078.0,68745.0,310.0,3030.0,2.0,Grande Manaus,2020,2020-10-05
Norte,AM,2020-10-12,2549078.0,68664.0,-81.0,3036.0,6.0,Grande Manaus,2020,2020-10-12
Norte,AM,2020-10-13,2549078.0,68828.0,164.0,3039.0,3.0,Grande Manaus,2020,2020-10-12
Norte,AM,2020-10-14,2549078.0,69204.0,376.0,3053.0,14.0,Grande Manaus,2020,2020-10-12
Norte,AM,2020-10-15,2549078.0,69699.0,495.0,3072.0,19.0,Grande Manaus,2020,2020-10-12
Norte,AM,2020-10-16,2549078.0,69788.0,89.0,3087.0,15.0,Grande Manaus,2020,2020-10-12
Norte,AM,2020-10-17,2549078.0,70897.0,1109.0,3101.0,14.0,Grande Manaus,2020,2020-10-12
Norte,AM,2020-10-18,2549078.0,71228.0,331.0,3105.0,4.0,Grande Manaus,2020,2020-10-12
Norte,AM,2020-10-19,2549078.0,71322.0,94.0,3119.0,14.0,Grande Manaus,2020,2020-10-19
Norte,AM,2020-10-20,2549078.0,71845.0,523.0,3130.0,11.0,Grande Manaus,2020,2020-10-19
Norte,AM,2020-10-21,2549078.0,73123.0,1278.0,3136.0,6.0,Grande Manaus,2020,2020-10-19
Norte,AM,2020-10-22,2549078.0,73558.0,435.0,3151.0,15.0,Grande Manaus,2020,2020-10-19
Norte,AM,2020-10-23,2549078.0,74120.0,562.0,3174.0,23.0,Grande Manaus,2020,2020-10-19
Norte,AM,2020-10-24,2549078.0,74665.0,545.0,3175.0,1.0,Grande Manaus,2020,2020-10-19
Norte,AM,2020-10-25,2549078.0,74916.0,251.0,3183.0,8.0,Grande Manaus,2020,2020-10-19
Norte,AM,2020-10-26,2549078.0,74990.0,74.0,3195.0,12.0,Grande Manaus,2020,2020-10-26
Norte,AM,2020-10-27,2549078.0,75568.0,578.0,3203.0,8.0,Grande Manaus,2020,2020-10-26
Norte,AM,2020-10-28,2549078.0,76092.0,524.0,3214.0,11.0,Grande Manaus,2020,2020-10-26
Norte,AM,2020-10-29,2549078.0,76743.0,651.0,3234.0,20.0,Grande Manaus,2020,2020-10-26
Norte,AM,2020-10-30,2549078.0,77226.0,483.0,3240.0,6.0,Grande Manaus,2020,2020-10-26
Norte,AM,2020-10-31,2549078.0,77372.0,146.0,3250.0,10.0,Grande Manaus,2020,2020-10-26
