Região,UF,Data,População,Casos Acumulados,Novos Casos,Óbitos Acumulados,Novos Óbitos,Região Metropolitana,Ano,Semana
Norte,PA,2020-11-01,2510274.0,59460.0,125.0,2975.0,3.0,Grande Belém,2020,2020-10-26
Norte,PA,2020-11-02,2510274.0,59582.0,122.0,2977.0,2.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-03,2510274.0,59688.0,106.0,2977.0,0.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-04,2510274.0,59919.0,231.0,2981.0,4.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-05,2510274.0,60228.0,309.0,2982.0,1.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-06,2510274.0,60462.0,234.0,2983.0,1.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-07,2510274.0,60796.0,334.0,2983.0,0.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-08,2510274.0,60900.0,104.0,2987.0,4.0,Grande Belém,2020,2020-11-02
Norte,PA,2020-11-09,2510274.0,61021.0,121.0,2992.0,5.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-10,2510274.0,61326.0,305.0,2993.0,1.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-11,2510274.0,61756.0,430.0,2996.0,3.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-12,2510274.0,62166.0,410.0,2997.0,1.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-13,2510274.0,62596.0,430.0,2999.0,2.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-14,2510274.0,62679.0,83.0,3003.0,4.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-15,2510274.0,62919.0,240.0,3007.0,4.0,Grande Belém,2020,2020-11-09
Norte,PA,2020-11-16,2510274.0,63026.0,107.0,3010.0,3.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-17,2510274.0,63178.0,152.0,3011.0,1.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-18,2510274.0,63562.0,384.0,3014.0,3.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-19,2510274.0,63884.0,322.0,3018.0,4.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-20,2510274.0,64186.0,302.0,3019.0,1.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-21,2510274.0,64408.0,222.0,3023.0,4.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-22,2510274.0,64683.0,275.0,3026.0,3.0,Grande Belém,2020,2020-11-16
Norte,PA,2020-11-23,2510274.0,64934.0,251.0,3026.0,0.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-24,2510274.0,65032.0,98.0,3027.0,1.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-25,2510274.0,65356.0,324.0,3029.0,2.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-26,2510274.0,65700.0,344.0,3030.0,1.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-27,2510274.0,66014.0,314.0,3033.0,3.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-28,2510274.0,66284.0,270.0,3039.0,6.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-29,2510274.0,66694.0,410.0,3044.0,5.0,Grande Belém,2020,2020-11-23
Norte,PA,2020-11-30,2510274.0,66859.0,165.0,3046.0,2.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-01,2510274.0,67135.0,276.0,3048.0,2.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-02,2510274.0,67466.0,331.0,3051.0,3.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-03,2510274.0,67838.0,372.0,3055.0,4.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-04,2510274.0,68046.0,208.0,3060.0,5.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-05,2510274.0,68387.0,341.0,3063.0,3.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-06,2510274.0,68646.0,259.0,3065.0,2.0,Grande Belém,2020,2020-11-30
Norte,PA,2020-12-07,2510274.0,68926.0,280.0,3068.0,3.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-08,2510274.0,69105.0,179.0,3073.0,5.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-09,2510274.0,69168.0,63.0,3073.0,0.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-10,2510274.0,69381.0,213.0,3076.0,3.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-11,2510274.0,69595.0,214.0,3082.0,6.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-12,2510274.0,69805.0,210.0,3090.0,8.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-13,2510274.0,70236.0,431.0,3099.0,9.0,Grande Belém,2020,2020-12-07
Norte,PA,2020-12-14,2510274.0,70645.0,409.0,3101.0,2.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-15,2510274.0,70980.0,335.0,3105.0,4.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-16,2510274.0,71299.0,319.0,3108.0,3.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-17,2510274.0,71569.0,270.0,3116.0,8.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-18,2510274.0,71819.0,250.0,3118.0,2.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-19,2510274.0,71932.0,113.0,3123.0,5.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-20,2510274.0,72224.0,292.0,3129.0,6.0,Grande Belém,2020,2020-12-14
Norte,PA,2020-12-21,2510274.0,72465.0,241.0,3135.0,6.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-22,2510274.0,72766.0,301.0,3141.0,6.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-23,2510274.0,72936.0,170.0,3150.0,9.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-24,2510274.0,73220.0,284.0,3158.0,8.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-25,2510274.0,73503.0,283.0,3161.0,3.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-26,2510274.0,73503.0,0.0,3167.0,6.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-27,2510274.0,73823.0,320.0,3168.0,1.0,Grande Belém,2020,2020-12-21
Norte,PA,2020-12-28,2510274.0,74081.0,258.0,3177.0,9.0,Grande Belém,2020,2020-12-28
Norte,PA,2020-12-29,2510274.0,74557.0,476.0,3180.0,3.0,Grande Belém,2020,2020-12-28
Norte,PA,2020-12-30,2510274.0,74817.0,260.0,3187.0,7.0,Grande Belém,2020,2020-12-28
Norte,PA,2020-12-31,2510274.0,75130.0,313.0,3194.0,7.0,Grande Belém,2020,2020-12-28
Norte,PA,2021-01-01,2510274.0,75262.0,132.0,3198.0,4.0,Grande Belém,2020,2020-12-28
Norte,PA,2021-01-02,2510274.0,75262.0,0.0,3202.0,4.0,Grande Belém,2020,2020-12-28
Norte,PA,2021-01-03,2510274.0,75422.0,160.0,3203.0,1.0,Grande Belém,2020,2020-12-28
Norte,PA,2021-01-04,2510274.0,75634.0,212.0,3207.0,4.0,Grande Belém,2021,2021-01-04
Norte,PA,2021-01-05,2510274.0,75968.0,334.0,3214.0,7.0,Grande Belém,2021,2021-01-04
Norte,PA,2021-01-06,2510274.0,76321.0,353.0,3222.0,8.0,Grande Belém,2021,2021-01-04
Norte,PA,2021-01-07,2510274.0,76587.0,266.0,3231.0,9.0,Grande Belém,2021,2021-01-04
Norte,PA,2021-01-08,2510274.0,76803.0,216.0,3243.0,12.0,Grande Belém,2021,2021-01-04
Norte,PA,2021-01-09,2510274.0,77418.0,615.0,3251.0,8.0,Grande Belém,2021,2021-01-04
Norte,PA,2021-01-10,2510274.0,78279.0,861.0,3251.0,0.0,Grande Belém,2021,2021-01-04
Norte,PA,2021-01-11,2510274.0,78830.0,551.0,3253.0,2.0,Grande Belém,2021,2021-01-11
Norte,PA,2021-01-12,2510274.0,79292.0,462.0,3259.0,6.0,Grande Belém,2021,2021-01-11
Norte,PA,2021-01-13,2510274.0,79789.0,497.0,3262.0,3.0,Grande Belém,2021,2021-01-11
Norte,PA,2021-01-14,2510274.0,80121.0,332.0,3265.0,3.0,Grande Belém,2021,2021-01-11
Norte,PA,2021-01-15,2510274.0,80625.0,504.0,3267.0,2.0,Grande Belém,2021,2021-01-11
Norte,PA,2021-01-16,2510274.0,81143.0,518.0,3270.0,3.0,Grande Belém,2021,2021-01-11
Norte,PA,2021-01-17,2510274.0,81568.0,425.0,3272.0,2.0,Grande Belém,2021,2021-01-11
Norte,PA,2021-01-18,2510274.0,81725.0,157.0,3279.0,7.0,Grande Belém,2021,2021-01-18
Norte,PA,2021-01-19,2510274.0,82220.0,495.0,3283.0,4.0,Grande Belém,2021,2021-01-18
Norte,PA,2021-01-20,2510274.0,82813.0,593.0,3284.0,1.0,Grande Belém,2021,2021-01-18
Norte,PA,2021-01-21,2510274.0,83196.0,383.0,3294.0,10.0,Grande Belém,2021,2021-01-18
Norte,PA,2021-01-22,2510274.0,84361.0,1165.0,3301.0,7.0,Grande Belém,2021,2021-01-18
Norte,PA,2021-01-23,2510274.0,85159.0,798.0,3307.0,6.0,Grande Belém,2021,2021-01-18
Norte,PA,2021-01-24,2510274.0,85687.0,528.0,3317.0,10.0,Grande Belém,2021,2021-01-18
Norte,PA,2021-01-25,2510274.0,86189.0,502.0,3323.0,6.0,Grande Belém,2021,2021-01-25
Norte,PA,2021-01-26,2510274.0,86681.0,492.0,3333.0,10.0,Grande Belém,2021,2021-01-25
Norte,PA,2021-01-27,2510274.0,87202.0,521.0,3340.0,7.0,Grande Belém,2021,2021-01-25
Norte,PA,2021-01-28,2510274.0,87888.0,686.0,3349.0,9.0,Grande Belém,2021,2021-01-25
Norte,PA,2021-01-29,2510274.0,88186.0,298.0,3363.0,14.0,Grande Belém,2021,2021-01-25
Norte,PA,2021-01-30,2510274.0,88510.0,324.0,3382.0,19.0,Grande Belém,2021,2021-01-25
Norte,PA,2021-01-31,2510274.0,88895.0,385.0,3383.0,1.0,Grande Belém,2021,2021-01-25
Norte,PA,2021-02-01,2510274.0,88939.0,44.0,3389.0,6.0,Grande Belém,2021,2021-02-01
Norte,PA,2021-02-02,2510274.0,89343.0,404.0,3396.0,7.0,Grande Belém,2021,2021-02-01
Norte,PA,2021-02-03,2510274.0,89679.0,336.0,3401.0,5.0,Grande Belém,2021,2021-02-01
Norte,PA,2021-02-04,2510274.0,89898.0,219.0,3404.0,3.0,Grande Belém,2021,2021-02-01
Norte,PA,2021-02-05,2510274.0,90337.0,439.0,3414.0,10.0,Grande Belém,2021,2021-02-01
Norte,PA,2021-02-06,2510274.0,90589.0,252.0,3422.0,8.0,Grande Belém,2021,2021-02-01
Norte,PA,2021-02-07,2510274.0,90822.0,233.0,3437.0,15.0,Grande Belém,2021,2021-02-01
Norte,PA,2021-02-08,2510274.0,91180.0,358.0,3438.0,1.0,Grande Belém,2021,2021-02-08
Norte,PA,2021-02-09,2510274.0,91481.0,301.0,3441.0,3.0,Grande Belém,2021,2021-02-08
Norte,PA,2021-02-10,2510274.0,91627.0,146.0,3444.0,3.0,Grande Belém,2021,2021-02-08
Norte,PA,2021-02-11,2510274.0,91999.0,372.0,3445.0,1.0,Grande Belém,2021,2021-02-08
Norte,PA,2021-02-12,2510274.0,92387.0,388.0,3457.0,12.0,Grande Belém,2021,2021-02-08
Norte,PA,2021-02-13,2510274.0,92655.0,268.0,3467.0,10.0,Grande Belém,2021,2021-02-08
Norte,PA,2021-02-14,2510274.0,93087.0,432.0,3469.0,2.0,Grande Belém,2021,2021-02-08
Norte,PA,2021-02-15,2510274.0,93457.0,370.0,3470.0,1.0,Grande Belém,2021,2021-02-15
Norte,PA,2021-02-16,2510274.0,93801.0,344.0,3480.0,10.0,Grande Belém,2021,2021-02-15
Norte,PA,2021-02-17,2510274.0,94031.0,230.0,3488.0,8.0,Grande Belém,2021,2021-02-15
Norte,PA,2021-02-18,2510274.0,94505.0,474.0,3494.0,6.0,Grande Belém,2021,2021-02-15
Norte,PA,2021-02-19,2510274.0,94954.0,449.0,3514.0,20.0,Grande Belém,2021,2021-02-15
Norte,PA,2021-02-20,2510274.0,95219.0,265.0,3533.0,19.0,Grande Belém,2021,2021-02-15
Norte,PA,2021-02-21,2510274.0,95600.0,381.0,3539.0,6.0,Grande Belém,2021,2021-02-15
Norte,PA,2021-02-22,2510274.0,96003.0,403.0,3541.0,2.0,Grande Belém,2021,2021-02-22
Norte,PA,2021-02-23,2510274.0,96339.0,336.0,3552.0,11.0,Grande Belém,2021,2021-02-22
Norte,PA,2021-02-24,2510274.0,96787.0,448.0,3579.0,27.0,Grande Belém,2021,2021-02-22
Norte,PA,2021-02-25,2510274.0,97138.0,351.0,3609.0,30.0,Grande Belém,2021,2021-02-22
Norte,PA,2021-02-26,2510274.0,97627.0,489.0,3644.0,35.0,Grande Belém,2021,2021-02-22
Norte,PA,2021-02-27,2510274.0,97937.0,310.0,3662.0,18.0,Grande Belém,2021,2021-02-22
Norte,PA,2021-02-28,2510274.0,98459.0,522.0,3664.0,2.0,Grande Belém,2021,2021-02-22
Norte,PA,2021-03-01,2510274.0,99119.0,660.0,3669.0,5.0,Grande Belém,2021,2021-03-01
Norte,PA,2021-03-02,2510274.0,99459.0,340.0,3677.0,8.0,Grande Belém,2021,2021-03-01
Norte,PA,2021-03-03,2510274.0,99790.0,331.0,3690.0,13.0,Grande Belém,2021,2021-03-01
Norte,PA,2021-03-04,2510274.0,100174.0,384.0,3694.0,4.0,Grande Belém,2021,2021-03-01
Norte,PA,2021-03-05,2510274.0,100590.0,416.0,3709.0,15.0,Grande Belém,2021,2021-03-01
Norte,PA,2021-03-06,2510274.0,100948.0,358.0,3723.0,14.0,Grande Belém,2021,2021-03-01
Norte,PA,2021-03-07,2510274.0,101263.0,315.0,3738.0,15.0,Grande Belém,2021,2021-03-01
Norte,PA,2021-03-08,2510274.0,101785.0,522.0,3743.0,5.0,Grande Belém,2021,2021-03-08
Norte,PA,2021-03-09,2510274.0,102143.0,358.0,3756.0,13.0,Grande Belém,2021,2021-03-08
Norte,PA,2021-03-10,2510274.0,102603.0,460.0,3794.0,38.0,Grande Belém,2021,2021-03-08
Norte,PA,2021-03-11,2510274.0,103211.0,608.0,3829.0,35.0,Grande Belém,2021,2021-03-08
Norte,PA,2021-03-12,2510274.0,103676.0,465.0,3853.0,24.0,Grande Belém,2021,2021-03-08
Norte,PA,2021-03-13,2510274.0,103992.0,316.0,3867.0,14.0,Grande Belém,2021,2021-03-08
Norte,PA,2021-03-14,2510274.0,104500.0,508.0,3883.0,16.0,Grande Belém,2021,2021-03-08
Norte,PA,2021-03-15,2510274.0,105166.0,666.0,3908.0,25.0,Grande Belém,2021,2021-03-15
Norte,PA,2021-03-16,2510274.0,105582.0,416.0,3932.0,24.0,Grande Belém,2021,2021-03-15
Norte,PA,2021-03-17,2510274.0,106230.0,648.0,3969.0,37.0,Grande Belém,2021,2021-03-15
Norte,PA,2021-03-18,2510274.0,107257.0,1027.0,4025.0,56.0,Grande Belém,2021,2021-03-15
Norte,PA,2021-03-19,2510274.0,108142.0,885.0,4063.0,38.0,Grande Belém,2021,2021-03-15
Norte,PA,2021-03-20,2510274.0,108731.0,589.0,4105.0,42.0,Grande Belém,2021,2021-03-15
Norte,PA,2021-03-21,2510274.0,109298.0,567.0,4143.0,38.0,Grande Belém,2021,2021-03-15
Norte,PA,2021-03-22,2510274.0,109819.0,521.0,4176.0,33.0,Grande Belém,2021,2021-03-22
Norte,PA,2021-03-23,2510274.0,110511.0,692.0,4204.0,28.0,Grande Belém,2021,2021-03-22
Norte,PA,2021-03-24,2510274.0,110978.0,467.0,4231.0,27.0,Grande Belém,2021,2021-03-22
Norte,PA,2021-03-25,2510274.0,111534.0,556.0,4259.0,28.0,Grande Belém,2021,2021-03-22
Norte,PA,2021-03-26,2510274.0,112145.0,611.0,4320.0,61.0,Grande Belém,2021,2021-03-22
Norte,PA,2021-03-27,2510274.0,112765.0,620.0,4372.0,52.0,Grande Belém,2021,2021-03-22
Norte,PA,2021-03-28,2510274.0,113154.0,389.0,4404.0,32.0,Grande Belém,2021,2021-03-22
Norte,PA,2021-03-29,2510274.0,113610.0,456.0,4451.0,47.0,Grande Belém,2021,2021-03-29
Norte,PA,2021-03-30,2510274.0,114097.0,487.0,4494.0,43.0,Grande Belém,2021,2021-03-29
Norte,PA,2021-03-31,2510274.0,114802.0,705.0,4524.0,30.0,Grande Belém,2021,2021-03-29
Norte,PA,2021-04-01,2510274.0,115767.0,965.0,4596.0,72.0,Grande Belém,2021,2021-03-29
Norte,PA,2021-04-02,2510274.0,116372.0,605.0,4650.0,54.0,Grande Belém,2021,2021-03-29
Norte,PA,2021-04-03,2510274.0,116622.0,250.0,4691.0,41.0,Grande Belém,2021,2021-03-29
Norte,PA,2021-04-04,2510274.0,116996.0,374.0,4715.0,24.0,Grande Belém,2021,2021-03-29
Norte,PA,2021-04-05,2510274.0,117533.0,537.0,4751.0,36.0,Grande Belém,2021,2021-04-05
Norte,PA,2021-04-06,2510274.0,118580.0,1047.0,4794.0,43.0,Grande Belém,2021,2021-04-05
Norte,PA,2021-04-07,2510274.0,119156.0,576.0,4830.0,36.0,Grande Belém,2021,2021-04-05
Norte,PA,2021-04-08,2510274.0,120031.0,875.0,4868.0,38.0,Grande Belém,2021,2021-04-05
Norte,PA,2021-04-09,2510274.0,120936.0,905.0,4911.0,43.0,Grande Belém,2021,2021-04-05
Norte,PA,2021-04-10,2510274.0,121555.0,619.0,4952.0,41.0,Grande Belém,2021,2021-04-05
Norte,PA,2021-04-11,2510274.0,121872.0,317.0,4995.0,43.0,Grande Belém,2021,2021-04-05
Norte,PA,2021-04-12,2510274.0,122243.0,371.0,5041.0,46.0,Grande Belém,2021,2021-04-12
Norte,PA,2021-04-13,2510274.0,123038.0,795.0,5088.0,47.0,Grande Belém,2021,2021-04-12
Norte,PA,2021-04-14,2510274.0,123620.0,582.0,5140.0,52.0,Grande Belém,2021,2021-04-12
Norte,PA,2021-04-15,2510274.0,124293.0,673.0,5177.0,37.0,Grande Belém,2021,2021-04-12
Norte,PA,2021-04-16,2510274.0,125063.0,770.0,5242.0,65.0,Grande Belém,2021,2021-04-12
Norte,PA,2021-04-17,2510274.0,125555.0,492.0,5276.0,34.0,Grande Belém,2021,2021-04-12
Norte,PA,2021-04-18,2510274.0,125879.0,324.0,5324.0,48.0,Grande Belém,2021,2021-04-12
Norte,PA,2021-04-19,2510274.0,125969.0,90.0,5326.0,2.0,Grande Belém,2021,2021-04-19
Norte,PA,2021-04-20,2510274.0,126385.0,416.0,5365.0,39.0,Grande Belém,2021,2021-04-19
Norte,PA,2021-04-21,2510274.0,127072.0,687.0,5427.0,62.0,Grande Belém,2021,2021-04-19
Norte,PA,2021-04-22,2510274.0,127361.0,289.0,5481.0,54.0,Grande Belém,2021,2021-04-19
Norte,PA,2021-04-23,2510274.0,127836.0,475.0,5514.0,33.0,Grande Belém,2021,2021-04-19
Norte,PA,2021-04-24,2510274.0,128376.0,540.0,5550.0,36.0,Grande Belém,2021,2021-04-19
Norte,PA,2021-04-25,2510274.0,128636.0,260.0,5584.0,34.0,Grande Belém,2021,2021-04-19
Norte,PA,2021-04-26,2510274.0,128732.0,96.0,5598.0,14.0,Grande Belém,2021,2021-04-26
Norte,PA,2021-04-27,2510274.0,129021.0,289.0,5627.0,29.0,Grande Belém,2021,2021-04-26
Norte,PA,2021-04-28,2510274.0,129648.0,627.0,5677.0,50.0,Grande Belém,2021,2021-04-26
Norte,PA,2021-04-29,2510274.0,130453.0,805.0,5712.0,35.0,Grande Belém,2021,2021-04-26
Norte,PA,2021-04-30,2510274.0,130943.0,490.0,5749.0,37.0,Grande Belém,2021,2021-04-26
Norte,PA,2021-05-01,2510274.0,131292.0,349.0,5800.0,51.0,Grande Belém,2021,2021-04-26
Norte,PA,2021-05-02,2510274.0,131402.0,110.0,5823.0,23.0,Grande Belém,2021,2021-04-26
Norte,PA,2021-05-03,2510274.0,131788.0,386.0,5831.0,8.0,Grande Belém,2021,2021-05-03
Norte,PA,2021-05-04,2510274.0,132071.0,283.0,5851.0,20.0,Grande Belém,2021,2021-05-03
Norte,PA,2021-05-05,2510274.0,132498.0,427.0,5879.0,28.0,Grande Belém,2021,2021-05-03
Norte,PA,2021-05-06,2510274.0,133202.0,704.0,5898.0,19.0,Grande Belém,2021,2021-05-03
Norte,PA,2021-05-07,2510274.0,133486.0,284.0,5922.0,24.0,Grande Belém,2021,2021-05-03
Norte,PA,2021-05-08,2510274.0,133796.0,310.0,5950.0,28.0,Grande Belém,2021,2021-05-03
Norte,PA,2021-05-09,2510274.0,134008.0,212.0,5958.0,8.0,Grande Belém,2021,2021-05-03
Norte,PA,2021-05-10,2510274.0,134055.0,47.0,5964.0,6.0,Grande Belém,2021,2021-05-10
Norte,PA,2021-05-11,2510274.0,134261.0,206.0,5985.0,21.0,Grande Belém,2021,2021-05-10
Norte,PA,2021-05-12,2510274.0,134591.0,330.0,5989.0,4.0,Grande Belém,2021,2021-05-10
Norte,PA,2021-05-13,2510274.0,134944.0,353.0,6018.0,29.0,Grande Belém,2021,2021-05-10
Norte,PA,2021-05-14,2510274.0,135440.0,496.0,6033.0,15.0,Grande Belém,2021,2021-05-10
Norte,PA,2021-05-15,2510274.0,135694.0,254.0,6048.0,15.0,Grande Belém,2021,2021-05-10
Norte,PA,2021-05-16,2510274.0,135909.0,215.0,6064.0,16.0,Grande Belém,2021,2021-05-10
Norte,PA,2021-05-17,2510274.0,135958.0,49.0,6071.0,7.0,Grande Belém,2021,2021-05-17
Norte,PA,2021-05-18,2510274.0,136190.0,232.0,6096.0,25.0,Grande Belém,2021,2021-05-17
Norte,PA,2021-05-19,2510274.0,136443.0,253.0,6122.0,26.0,Grande Belém,2021,2021-05-17
Norte,PA,2021-05-20,2510274.0,136769.0,326.0,6128.0,6.0,Grande Belém,2021,2021-05-17
Norte,PA,2021-05-21,2510274.0,137175.0,406.0,6144.0,16.0,Grande Belém,2021,2021-05-17
Norte,PA,2021-05-22,2510274.0,137613.0,438.0,6151.0,7.0,Grande Belém,2021,2021-05-17
Norte,PA,2021-05-23,2510274.0,137668.0,55.0,6159.0,8.0,Grande Belém,2021,2021-05-17
Norte,PA,2021-05-24,2510274.0,137830.0,162.0,6166.0,7.0,Grande Belém,2021,2021-05-24
Norte,PA,2021-05-25,2510274.0,138033.0,203.0,6186.0,20.0,Grande Belém,2021,2021-05-24
Norte,PA,2021-05-26,2510274.0,138314.0,281.0,6196.0,10.0,Grande Belém,2021,2021-05-24
Norte,PA,2021-05-27,2510274.0,138654.0,340.0,6215.0,19.0,Grande Belém,2021,2021-05-24
Norte,PA,2021-05-28,2510274.0,138844.0,190.0,6225.0,10.0,Grande Belém,2021,2021-05-24
Norte,PA,2021-05-29,2510274.0,138987.0,143.0,6232.0,7.0,Grande Belém,2021,2021-05-24
Norte,PA,2021-05-30,2510274.0,139056.0,69.0,6245.0,13.0,Grande Belém,2021,2021-05-24
Norte,PA,2021-05-31,2510274.0,139058.0,2.0,6248.0,3.0,Grande Belém,2021,2021-05-31
Norte,PA,2021-06-01,2510274.0,139222.0,164.0,6251.0,3.0,Grande Belém,2021,2021-05-31
Norte,PA,2021-06-02,2510274.0,139541.0,319.0,6267.0,16.0,Grande Belém,2021,2021-05-31
Norte,PA,2021-06-03,2510274.0,139855.0,314.0,6288.0,21.0,Grande Belém,2021,2021-05-31
Norte,PA,2021-06-04,2510274.0,139959.0,104.0,6292.0,4.0,Grande Belém,2021,2021-05-31
Norte,PA,2021-06-05,2510274.0,140102.0,143.0,6297.0,5.0,Grande Belém,2021,2021-05-31
Norte,PA,2021-06-06,2510274.0,140167.0,65.0,6305.0,8.0,Grande Belém,2021,2021-05-31
Norte,PA,2021-06-07,2510274.0,140211.0,44.0,6309.0,4.0,Grande Belém,2021,2021-06-07
Norte,PA,2021-06-08,2510274.0,140391.0,180.0,6322.0,13.0,Grande Belém,2021,2021-06-07
Norte,PA,2021-06-09,2510274.0,141107.0,716.0,6344.0,22.0,Grande Belém,2021,2021-06-07
